video_id,harmful,reasoning
7526089595210009878,not harmful,"The description reflects on the value of life and gratitude, promoting a positive and uplifting message without any harmful content."
7525374920298188054,not harmful,"The description appears to be about dancing and supporting a national sports team, with no indication of harmful content under the specified framework."
7524292924507426078,not harmful,"The description simply includes a hashtag and the word ""baby,"" which does not indicate any harmful content under the specified framework."
7525497634895711510,not harmful,"The description contains hashtags and an emoji that suggest humor or entertainment, with no indication of harmful content as per the provided framework."
7524693906202660118,not harmful,"The description ""Coincidenza da film"" translates to ""Movie-like coincidence"" and does not contain any harmful content as per the provided framework. It appears to be a benign statement likely referring to an interesting or unexpected event."
7523246058491907350,not harmful,The description promotes a clothing item that addresses a common body comfort issue without promoting disordered eating or negative body image. It does not contain any harmful content as per the framework.
7524415474935893270,not harmful,"The description appears to be about a new look or style in Zanzibar, which does not fall under any of the harmful content categories listed. It seems to be a lighthearted or humorous post, likely related to fashion or travel."
7522514239014112534,not harmful,"The description is about a kitchen appliance (an air fryer) and its features, which is not harmful content. It does not contain any themes related to mental health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524775660254989590,not harmful,The description is a simple statement about going out for dinner and does not contain any harmful content as per the provided framework.
7525378106174016824,unclear,"I'm sorry, but it seems like there is no video description provided for classification. Could you please provide the description of the TikTok video you would like me to classify?"
7526210308453551382,not harmful,"The description humorously suggests that running is beneficial, which does not fall under any harmful content categories."
7525159743791402262,not harmful,"The description does not contain any harmful content as per the specified framework. It appears to be a teaser or announcement about revealing a friend, which does not fall under any of the harmful categories."
7525995841090276630,not harmful,The description appears to be about a party or celebration and does not contain any references to harmful content as outlined in the harmful content framework.
7525422467616378135,not harmful,"The description appears to be a playful or nonsensical phrase, similar to a tongue twister or a play on words, and does not contain any harmful content as per the specified framework."
7524836677697817878,not harmful,The description does not contain any harmful content as per the framework. It appears to be promoting a viral video without any specific context that suggests it includes harmful themes.
7525382852557475094,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525881242726812950,harmful,"The description refers to a shocking and graphic incident involving a person being sucked into an airplane turbine, which falls under the category of strong and frightening imagery. This type of content can be distressing and is not suitable for minors."
7524681313882836246,not harmful,"The description does not contain any harmful content as per the provided framework. It simply suggests that the person has an interesting life with stories to tell, without any indication of mature themes, shocking content, or other harmful elements."
7525500481419021591,not harmful,"The description is focused on fashion and luxury items, specifically mentioning a Chanel bag and tennis, without any reference to harmful content or themes."
7525771619768306966,not harmful,"The description is expressing admiration and excitement about a concert, which does not fall under any of the harmful content categories."
7526263941396483350,harmful,"This description suggests a racial context that could promote stereotypes or racial bias, which falls under hate speech or behavior."
7525144376725589270,not harmful,"The description ""CIAOOO"" is simply a greeting in Italian and does not contain any harmful content as per the specified framework."
7526165377357761814,not harmful,"The description appears to be a lighthearted comment about a trend or meme, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525050398047030550,not harmful,"The description ""@cam👩🏼‍🦰"" does not contain any harmful content or themes as outlined in the framework. It appears to be a simple mention or tag without context suggesting toxicity."
7524290275536063766,not harmful,"The description appears to be promoting a product related to convenience or comfort, likely a smaller or more manageable item compared to a large mattress. There is no indication of harmful content or themes that would be inappropriate for minors."
7518024620423908630,not harmful,"The video descriptions provided do not contain any harmful content as per the specified framework. They discuss topics like food, technology, personal experiences, travel advice, and cars, none of which fall under the categories of mental and behavioral health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525233806333316374,not harmful,"The description is about a live show or concert experience, which does not contain any harmful content as per the provided framework."
7525793072060337410,not harmful,"The description ""@Viola Silvi 💛"" does not contain any harmful content or themes as outlined in the harmful content framework. It appears to be a simple mention or tag of a user, possibly expressing affection or support."
7525502735421164822,not harmful,"The description ""Ah"" is vague and does not contain any harmful content or themes as outlined in the harmful content framework."
7524401381256465686,not harmful,"The description appears to be about a police officer attempting to manage a traffic incident, which does not fall under any of the harmful content categories listed."
7526135440949218582,not harmful,"The description appears to be expressing affection or love, likely towards a pet or a small child, and does not contain any harmful content as per the specified framework."
7522507818218360086,not harmful,The description simply mentions being a tall girl and includes hashtags. There is no indication of harmful content related to the specified categories.
7525052521291910422,not harmful,The description contains hashtags related to fitness and does not indicate any harmful content under the specified framework.
7525406297777261846,not harmful,The description is simply about sharing personal preferences for places to have an aperitif in Milan and does not contain any harmful content as per the framework provided.
7524784757763312918,not harmful,"The description appears to be a lighthearted or humorous reference to an unplanned event, likely related to a nostalgic memory from the 1990s. There is no indication of harmful content based on the provided framework."
7526202804948536598,not harmful,The description is vague and does not contain any harmful content or references to any of the categories listed in the harmful content framework. It simply expresses enjoyment of a trend.
7524589178399558934,not harmful,"The description translates to ""It's always gossip time,"" which does not fall under any harmful content categories and is generally harmless."
7526231835630636310,not harmful,"The description does not contain any harmful content as per the framework. It simply describes a yacht battling natural elements, which is not inherently dangerous or harmful."
7526234388783303958,not harmful,"The description does not contain any harmful content related to the specified categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or humorous statement without harmful implications."
7524354696849460503,not harmful,The description appears to be a humorous take on a sales tactic and does not contain any harmful content related to the specified categories.
7525875310387023126,not harmful,No video description was provided to evaluate for harmful content.
7525871918826753302,not harmful,"The description expresses confusion about hate but does not promote or engage in any harmful content. It includes hashtags related to flowers and gifts, which are not harmful."
7525969031724027158,not harmful,"The description appears to be a simple mention of a person's face and an Instagram handle, with no indication of harmful content as per the specified framework."
7525214372327705878,not harmful,"The description discusses a car accident and damage to a vehicle, which does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It does not contain shocking or graphic content, hate speech, abuse, addiction, or misinformation."
7525137586877173014,not harmful,"The description is a lighthearted and humorous anecdote about a shopping experience, with no reference to harmful content or themes."
7526670715777551638,not harmful,"The description appears to be a series of hashtags related to a specific event or activity, possibly involving water (""acqua""). There is no indication of harmful content based on the provided framework."
7525120138346122518,not harmful,"The description ""datemi due settimane😂"" (which translates to ""give me two weeks😂"") does not contain any harmful content as per the specified framework. It appears to be a humorous or light-hearted statement without any reference to harmful themes."
7526246537375190278,not harmful,"The description appears to reference a gender reveal, which is generally a harmless event and does not fall under any of the harmful content categories listed."
7523870811963493634,not harmful,"The description ""la nostra quarta estate"" translates to ""our fourth summer"" in English. It does not contain any harmful content as per the provided framework."
7525530334570482966,not harmful,"The description is a positive and motivational statement about personal change and goals, with no reference to harmful content or themes."
7525173379477867798,not harmful,The description expresses admiration for someone's appearance and humorously asks for help in finding them. It does not contain any harmful content as per the specified framework.
7525589366220000534,not harmful,"The description contains hashtags related to humor and cars, and mentions friends. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524648549766712598,not harmful,"The description discusses choosing furniture for a new home, which is a positive and non-harmful activity. There is no mention of any harmful content or themes."
7524350409587084566,not harmful,"The description appears to be about a personal or family event involving a wedding and a hospital visit, which does not fall under any of the harmful content categories listed."
7525116360251182358,not harmful,No video description was provided to evaluate for harmful content.
7526937258897739030,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in English) does not contain any harmful content as per the specified framework. It does not reference any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526494678363950369,not harmful,The description provides information about the safe recovery of a missing child and does not contain any harmful content as per the specified framework.
7525036627371101462,not harmful,"The description ""Piccreee"" does not contain any harmful content or themes as outlined in the harmful content framework. It appears to be a nonspecific or playful term without context suggesting toxicity."
7526086824318553366,not harmful,The description consists of hashtags and emojis that do not indicate any harmful content. There is no reference to any of the harmful content categories listed in the framework.
7524729889195347222,not harmful,"The description suggests a humorous and light-hearted video involving a team trying out headshots, likely in a safe and controlled environment given the context of ""stuntman"" and ""funny."" There is no indication of harmful or dangerous content."
7525499368191855894,not harmful,"The description discusses an age gap in a relationship, which is not inherently harmful or harmful. It does not contain any of the harmful content categories listed, such as disordered eating, self-harm, or mature themes."
7524633008939224342,not harmful,The description is about someone getting a haircut before going to the beach and mentions a visit from someone associated with a pastry shop. It does not contain any harmful content as per the specified framework.
7525114524895137037,not harmful,"The description contains hashtags related to travel and humor, with no indication of harmful content as per the specified framework."
7525846202538265878,not harmful,"The description ""chi paga????"" (which translates to ""who pays????"" in English) does not contain any harmful content as per the specified framework. It does not reference any of the categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526153762008894743,not harmful,The description is related to football (soccer) and does not contain any harmful content as per the harmful content framework. It appears to be a sports-related post celebrating a player's return.
7525420247810051350,not harmful,"The description is a positive and harmless statement about a duo, with no reference to any harmful content or themes."
7525118386003627286,not harmful,"The description appears to be about friends having fun and dancing, which does not fall under any of the harmful content categories listed."
7510962031768390918,not harmful,"The description appears to be a lighthearted and humorous post involving personal opinions and interactions, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525877803401907458,not harmful,"The description is in Italian and translates to ""But even after an hour eh… @laurafinozzi."" It does not contain any harmful content related to the specified categories."
7524020494203538710,not harmful,"The description ""@Alessia #truestory"" does not contain any harmful content as per the provided framework. It appears to be a simple mention of a user and a hashtag, likely indicating a personal story or anecdote."
7523608732589215006,not harmful,"The description ""#4thofjuly"" is a reference to a national holiday in the United States and does not inherently contain any harmful content as outlined in the harmful content framework."
7508871616894455096,not harmful,"The description primarily contains hashtags and mentions of users, with no explicit or harmful content related to the harmful content framework. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524686814003612950,not harmful,The description appears to be about a dog and does not contain any harmful content as per the harmful content framework.
7525573634211990817,harmful,"The description contains strong and frightening imagery, such as possession, levitation, and violent actions by a demon, which can be disturbing to minors. It falls under the category of Shocking and Graphic Content."
7516168460276174102,not harmful,"The descriptions provided do not contain any harmful content as per the framework. They mostly discuss general topics like beauty tutorials, sports, podcasts, and baking, which are safe for all audiences."
7525592369954295042,not harmful,"The description does not contain any harmful content related to the specified categories. It appears to be a casual or promotional post, likely related to music or a vacation, without any indication of mature themes, violence, or misinformation."
7526220244042534166,not harmful,"The description is in Italian and translates to ""Please remove them."" It does not contain any harmful content based on the provided framework."
7526278304085675286,not harmful,"The description consists of an airplane emoji, which does not suggest any harmful content or themes."
7522552866494549270,not harmful,The description only contains mentions of usernames and does not include any harmful content or themes.
7524770156736744710,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526615233520061718,not harmful,"The description appears to be about a humorous or entertaining encounter with financial authorities, likely related to a motorcycle vlog. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524353496242523415,not harmful,No description was provided to evaluate for harmful content.
7525794654189751574,not harmful,"The description appears to be a question about a song, which does not fall under any of the harmful content categories listed."
7525802740962823446,not harmful,"The description consists of hashtags related to motorcycles and motorsports, which do not fall under any of the harmful content categories listed."
7525775639949937943,not harmful,"The description mentions losing patience in a non-official context, which does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It appears to be a light-hearted or humorous admission rather than promoting harmful behavior."
7524834361464851735,not harmful,"The description appears to be about a casual or fun event with friends, indicated by the hashtags related to a location and summer. There is no indication of harmful content based on the provided framework."
7525002748551613718,not harmful,"The description ""#perte"" is vague and does not inherently suggest any harmful content under the specified framework. It does not reference any specific themes related to mental health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526274089372093718,not harmful,"The description refers to a wedding and mentions LEGO, which suggests a playful or creative theme. There is no indication of harmful content related to the specified categories."
7527637221105503510,not harmful,"The description ""loco di te"" (which translates to ""crazy about you"" in English) does not contain any harmful content as per the provided framework. It appears to be a benign expression of affection or admiration."
7526946789207903510,not harmful,"The description simply includes a hashtag and a mention of a user, without any indication of harmful content as per the specified framework."
7526943912662027542,not harmful,The description is a light-hearted comment about being in great shape and does not contain any harmful content as per the specified framework.
7526610866733681942,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526973477438459158,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content based on the provided framework."
7527328321701481750,not harmful,"The description ""Finalmente il momento é arrivato"" translates to ""Finally the moment has arrived"" in English. It does not contain any harmful content as per the specified framework."
7527269028172172566,not harmful,"The video descriptions provided do not contain any harmful content as per the specified framework. They include references to pets, TV shows, sports, dance, and personal experiences, none of which fall under the categories of harmful content outlined."
7526558288289303831,not harmful,"The description ""Time flies💨"" does not contain any harmful content related to the specified categories. It is a general statement that is unlikely to be harmful to minors."
7526536592266235158,not harmful,The description simply tags two users and does not contain any harmful content or themes as outlined in the harmful content framework.
7526510817370524950,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7526590499357052182,not harmful,"The description is about meeting up outside a stadium for a concert, which does not fall under any harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526663027203034390,not harmful,"The description mentions an unusual plant growing near a police station, which does not inherently contain any harmful content as per the specified framework. There is no indication of disordered eating, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526570064632483094,not harmful,The description appears to be promoting a visit to a water park and includes hashtags and mentions of friends. There is no indication of harmful content related to the specified categories.
7526964038979341590,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted or humorous post, indicated by the use of laughing emojis and general hashtags."
7526101249452674326,not harmful,"The description ""L’Amore 🧡"" simply translates to ""Love"" in Italian with a heart emoji, which does not indicate any harmful content or themes."
7526459933156478230,not harmful,"The description appears to be a lighthearted or humorous comment about the wind, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527691009958923542,not harmful,No video description was provided to evaluate for harmful content.
7526122349804915990,harmful,"The use of tongue emojis can be interpreted as sexually suggestive content, which falls under the category of Mature Themes. This type of content is not suitable for minors."
7526995650865630486,not harmful,"The description translates to ""things change with education,"" which is a positive and non-harmful statement promoting the value of education. It does not fall under any of the harmful content categories."
7527285348062235926,not harmful,"The description mentions edits of Mike Tyson, which is likely related to boxing or sports content. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7497277391014792470,not harmful,"The video descriptions provided do not contain any harmful content as per the specified framework. They discuss topics like overcoming social anxiety, relationships, and general lifestyle themes without promoting any dangerous or mature themes."
7526112688666135830,not harmful,The description does not contain any harmful content related to the specified categories. It appears to be a general or humorous statement likely related to a family or personal situation.
7526482541109529878,not harmful,"The description appears to be about a personal dream related to a career in law enforcement, with no harmful or mature content present."
7527646409038908694,not harmful,"The description ""CI AVEVO SPERATO…"" (translated as ""I had hoped..."") does not contain any explicit references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a vague or personal expression without context indicating harm."
7525193240166010135,not harmful,No description was provided to evaluate for harmful content.
7527346847669603606,not harmful,"The description appears to be a humorous or casual request for a lifeguard, likely in a beach or pool setting, and does not contain any harmful content as per the specified framework."
7525186909996322070,not harmful,The description appears to be promoting a holiday with a travel company and does not contain any harmful content as per the specified framework.
7525489717232684310,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a supportive or memorial message, likely referring to a person or event, without any indication of mature themes, shocking content, or other harmful elements."
7527287260887125270,not harmful,"The description contains humorous and ironic content, references to cultural figures, and a call for support and solidarity. There is no indication of harmful content as per the specified framework."
7526969601960201494,not harmful,No video description was provided to evaluate for harmful content.
7525945563888520470,not harmful,"The description consists of hashtags related to dogs, specifically the Malinois breed, and does not contain any harmful content as per the provided framework."
7526635976454720790,not harmful,"The description is about a tennis player, Jannik Sinner, and his achievement at Wimbledon. It does not contain any harmful content as per the specified framework."
7523193591708044566,not harmful,"The description ""#takemymind"" is vague and does not inherently suggest any harmful content based on the provided framework. Without additional context, it does not appear to promote or reference any harmful themes."
7525679427515108630,unclear,"I'm sorry, but it seems like there is no video description provided for classification. Could you please provide the description you would like me to classify?"
7526627555739307286,not harmful,"The description is about horses and equestrian life, which does not fall under any harmful content categories. It appears to be a lighthearted and positive post."
7526499207184780566,not harmful,"The description is about visiting a location in Italy and does not contain any harmful content related to the specified categories. It focuses on travel and adventure, which is suitable for all audiences."
7526613231490600214,not harmful,The description does not contain any harmful content as per the provided framework. It appears to be a personal or humorous statement without references to any harmful themes.
7526575559833406742,not harmful,"The description is about someone finishing all the focaccia, which is a type of bread, and includes various gym-related hashtags. There is no indication of harmful content related to the specified categories."
7526876056326917398,not harmful,"The description is a simple expression of admiration or affection towards a public figure, without any harmful or inappropriate content."
7524745710844038422,not harmful,"The description appears to be about a cover song and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
